,Unnamed: 0,FoodID,NutrientID,NutrientValue,StandardError,NumberofObservations,NutrientSourceID,NutrientDateOfEntry,ID,NutrientCode,NutrientSymbol,NutrientUnit,NutrientName,Tagname,NutrientDecimals,need,NutrientGroup,dv
130376,130874,2060,301,117.0,,2.0,0,2004-03-31,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.117
336339,337434,4881,301,117.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.117
430204,431791,501679,301,118.0,,2.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.118
357359,358577,5411,301,118.0,,2.0,0,2004-03-24,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.118
135526,136024,2127,301,118.0,,2.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.118
146981,147485,2265,301,118.0,10.098,4.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.118
147058,147562,2266,301,118.0,12.014,13.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.118
139209,139708,2171,301,119.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.119
147905,148411,2276,301,120.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.12
151349,151859,2320,301,120.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.12
336429,337524,4883,301,124.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.124
131602,132100,2074,301,126.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.126
409892,411373,6189,301,127.0,,,4,2006-11-17,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.127
131672,132170,2075,301,128.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.128
147317,147821,2269,301,128.0,,0.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.128
146060,146563,2253,301,129.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.129
142773,143274,2216,301,129.0,4.176,11.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.129
464989,466886,502142,301,130.0,,2.0,0,2011-08-11,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.13
149304,149811,2296,301,132.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.132
432168,433761,501703,301,134.0,,1.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.134
149599,150106,2300,301,134.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.134
142583,143083,2214,301,136.0,3.285,12.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.136
146888,147392,2264,301,137.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.137
159111,159626,2405,301,138.0,6.838,4.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.138
132530,133028,2087,301,140.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.14
130675,131173,2064,301,141.0,7.471,29.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.141
435152,436752,501764,301,145.0,,2.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.145
142145,142645,2209,301,145.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.145
146112,146615,2254,301,149.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.149
158120,158634,2395,301,150.0,,2.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.15
151443,151953,2321,301,150.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.15
428775,430362,501660,301,151.0,,0.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.151
133282,133780,2097,301,151.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.151
147146,147650,2267,301,152.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.152
135833,136331,2131,301,158.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.158
336473,337568,4884,301,159.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.159
153902,154413,2352,301,160.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.16
154234,154745,2356,301,164.0,26.039,4.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.164
154328,154839,2357,301,164.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.164
150908,151416,2315,301,165.0,,0.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.165
141787,142287,2204,301,168.0,20.086,6.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.168
149455,149962,2298,301,176.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.176
149768,150275,2302,301,183.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.183
133218,133716,2096,301,185.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.185
390497,391809,5909,301,188.0,,,10,2005-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.188
142070,142570,2208,301,197.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.197
149227,149734,2295,301,205.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.205
133702,134200,2103,301,208.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.208
124270,124767,1985,301,209.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.209
135765,136263,2130,301,210.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.21
425890,427466,501623,301,210.0,,0.0,0,2009-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.21
133775,134273,2104,301,211.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.211
124198,124695,1984,301,215.0,59.071,6.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.215
148241,148748,2281,301,224.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.224
130579,131077,2063,301,232.0,10.092,6.0,0,2013-09-03,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.232
134455,134953,2112,301,258.0,,0.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.258
391935,393251,5936,301,267.0,,,10,2005-06-29,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.267
334656,335750,4856,301,289.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.289
482015,484054,502350,301,299.0,,1.0,0,2013-12-31,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.299
139767,140267,2177,301,311.0,71.929,3.0,0,2009-07-02,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.311
334572,335666,4855,301,363.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.363
416525,418053,6266,301,417.0,,1.0,0,2006-11-30,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.417
335342,336437,4865,301,429.0,,2.0,0,2000-12-20,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.429
167505,168029,2499,301,436.0,0.0,0.0,4,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.436
416603,418131,6267,301,460.0,,1.0,0,2006-11-30,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.46
465063,466960,502144,301,481.0,,2.0,0,2011-08-11,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.481
372023,373295,5624,301,587.0,,0.0,0,2004-03-24,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.587
151193,151703,2318,301,625.0,,2.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.625
416665,418193,6268,301,770.0,,1.0,0,2006-11-30,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.77
148836,149343,2289,301,813.0,,1.0,0,1997-05-01,22.0,301.0,CA,mg,CALCIUM,CA,0,1000.0,3.0,0.813
