,Unnamed: 0,FoodID,NutrientID,NutrientValue,NutrientCode,NutrientSymbol,NutrientUnit,NutrientName,Tagname,need,NutrientGroup,dv
364809,364809,5528,204,43.27,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.6556060606060606
364812,364812,5528,208,593.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,296.5
364827,364827,5528,312,0.629,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6988888888888889
364885,364885,5529,208,268.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,134.0
365012,365012,5530,208,329.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,164.5
365018,365018,5530,269,51.3,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.71
365020,365020,5530,301,880.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.88
365021,365021,5530,303,7.7,303.0,FE,mg,IRON,FE,8.0,3.0,0.9625
365022,365022,5530,304,200.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.5555555555555556
365027,365027,5530,312,0.8,312.0,CU,mg,COPPER,CU,0.9,3.0,0.888888888888889
365041,365041,5530,418,2.39,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.9958333333333336
365083,365083,5531,208,53.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,26.5
365157,365157,5533,208,338.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,169.0
365229,365229,5534,208,97.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,48.5
365300,365300,5535,208,331.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,165.5
365306,365306,5535,269,17.44,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.5813333333333334
365315,365315,5535,312,1.916,312.0,CU,mg,COPPER,CU,0.9,3.0,2.1288888888888886
365371,365371,5536,208,47.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,23.5
365442,365442,5537,208,224.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,112.0
365457,365457,5537,312,0.689,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7655555555555554
365473,365473,5537,418,2.18,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.9083333333333334
365517,365517,5538,208,290.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,145.0
365532,365532,5538,312,0.925,312.0,CU,mg,COPPER,CU,0.9,3.0,1.027777777777778
365544,365544,5538,415,1.5,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,1.1538461538461535
365546,365546,5538,418,4.2,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,1.7500000000000002
365588,365588,5539,208,233.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,116.5
365603,365603,5539,312,0.706,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7844444444444444
365618,365618,5539,418,2.35,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.9791666666666669
365661,365661,5540,208,189.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,94.5
365676,365676,5540,312,0.908,312.0,CU,mg,COPPER,CU,0.9,3.0,1.008888888888889
365688,365688,5540,415,0.89,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6846153846153846
365690,365690,5540,418,4.0,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,1.6666666666666667
365732,365732,5541,208,197.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,98.5
365747,365747,5541,312,0.706,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7844444444444444
365761,365761,5541,418,1.5,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.625
365805,365805,5543,208,290.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,145.0
365820,365820,5543,312,0.925,312.0,CU,mg,COPPER,CU,0.9,3.0,1.027777777777778
365832,365832,5543,415,1.5,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,1.1538461538461535
365834,365834,5543,418,4.2,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,1.7500000000000002
365876,365876,5544,208,149.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,74.5
365891,365891,5544,312,0.649,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7211111111111111
365905,365905,5544,415,1.1,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.8461538461538461
365907,365907,5544,418,3.1,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,1.2916666666666667
365951,365951,5545,208,123.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,61.5
365966,365966,5545,312,0.649,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7211111111111111
365978,365978,5545,415,1.1,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.8461538461538461
365980,365980,5545,418,2.2,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.9166666666666669
366024,366024,5546,208,197.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,98.5
366039,366039,5546,312,0.706,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7844444444444444
366051,366051,5546,415,1.2,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.923076923076923
366053,366053,5546,418,2.4,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,1.0
366095,366095,5547,208,28.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,14.0
366171,366171,5548,208,30.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,15.0
366203,366203,5548,430,125.9,430.0,VITK,µg,VITAMIN K,VITK,120.0,1.0,1.0491666666666668
366250,366250,5549,208,28.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,14.0
366282,366282,5549,430,115.6,430.0,VITK,µg,VITAMIN K,VITK,120.0,1.0,0.9633333333333332
366329,366329,5550,208,49.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,24.5
366342,366342,5550,307,1674.0,307.0,,mg,SODIUM,,2300.0,4.0,0.7278260869565217
366403,366403,5551,208,50.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,25.0
366512,366512,5552,208,49.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,24.5
366621,366621,5553,208,353.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,176.5
366627,366627,5553,269,65.8,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,2.193333333333334
366630,366630,5553,303,12.82,303.0,FE,mg,IRON,FE,8.0,3.0,1.6025
366631,366631,5553,304,228.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.6333333333333333
366635,366635,5553,309,8.55,309.0,ZN,mg,ZINC,ZN,9.0,3.0,0.95
366636,366636,5553,312,1.425,312.0,CU,mg,COPPER,CU,0.9,3.0,1.5833333333333333
366643,366643,5553,401,76.9,401.0,VITC,mg,VITAMIN C,VITC,90.0,1.0,0.8544444444444446
366648,366648,5553,415,1.14,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.8769230769230768
366650,366650,5553,418,1.71,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.7125
366651,366651,5553,430,90.0,430.0,VITK,µg,VITAMIN K,VITK,120.0,1.0,0.75
366692,366692,5554,208,476.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,238.0
366705,366705,5554,307,1770.0,307.0,,mg,SODIUM,,2300.0,4.0,0.7695652173913043
366707,366707,5554,312,0.539,312.0,CU,mg,COPPER,CU,0.9,3.0,0.5988888888888889
366765,366765,5555,208,373.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,186.5
366843,366843,5556,208,202.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,101.0
366946,366946,5557,208,24.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,12.0
367046,367046,5558,203,35.8,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.5966666666666666
367050,367050,5558,208,358.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,179.0
367056,367056,5558,269,39.0,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.3
367060,367060,5558,304,410.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,1.1388888888888888
367064,367064,5558,309,15.4,309.0,ZN,mg,ZINC,ZN,9.0,3.0,1.7111111111111112
367065,367065,5558,312,2.6,312.0,CU,mg,COPPER,CU,0.9,3.0,2.888888888888889
367072,367072,5558,401,138.0,401.0,VITC,mg,VITAMIN C,VITC,90.0,1.0,1.5333333333333334
367077,367077,5558,415,2.0,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,1.5384615384615383
367079,367079,5558,418,3.1,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,1.2916666666666667
367080,367080,5558,430,120.0,430.0,VITK,µg,VITAMIN K,VITK,120.0,1.0,1.0
367122,367122,5560,208,100.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,50.0
367197,367197,5561,208,185.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,92.5
367203,367203,5561,269,20.74,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.6913333333333332
367271,367271,5562,208,95.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,47.5
367370,367370,5563,208,202.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,101.0
367487,367487,5565,208,295.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,147.5
367565,367565,5566,208,239.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,119.5
367573,367573,5566,301,562.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.562
367578,367578,5566,307,1345.0,307.0,,mg,SODIUM,,2300.0,4.0,0.5847826086956521
367643,367643,5567,208,227.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,113.5
367660,367660,5567,303,4.43,303.0,FE,mg,IRON,FE,8.0,3.0,0.55375
367666,367666,5567,312,0.592,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6577777777777777
367733,367733,5568,208,239.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,119.5
367768,367768,5568,415,0.75,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.5769230769230769
367823,367823,5569,208,131.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,65.5
367855,367855,5569,601,277.0,601.0,CHOL,mg,CHOLESTEROL,CHOLE,300.0,4.0,0.9233333333333332
367901,367901,5570,208,213.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,106.5
367918,367918,5570,303,5.91,303.0,FE,mg,IRON,FE,8.0,3.0,0.73875
367924,367924,5570,312,0.763,312.0,CU,mg,COPPER,CU,0.9,3.0,0.8477777777777777
367988,367988,5571,204,62.4,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.9454545454545454
367991,367991,5571,208,615.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,307.5
368007,368007,5571,317,36.3,317.0,SE,µg,SELENIUM,SE,55.0,3.0,0.6599999999999999
368081,368081,5572,208,151.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,75.5
368090,368090,5572,303,5.6,303.0,FE,mg,IRON,FE,8.0,3.0,0.7
368091,368091,5572,304,228.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.6333333333333333
368154,368154,5573,208,62.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,31.0
368231,368231,5574,208,37.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,18.5
368305,368305,5575,208,165.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,82.5
368380,368380,5577,208,145.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,72.5
368454,368454,5578,208,263.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,131.5
368533,368533,5579,208,326.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,163.0
368563,368563,5579,430,69.1,430.0,VITK,µg,VITAMIN K,VITK,120.0,1.0,0.5758333333333333
368607,368607,5580,203,41.6,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.6933333333333334
368611,368611,5580,208,451.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,225.5
368619,368619,5580,301,800.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.8
368640,368640,5580,418,1.4,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.5833333333333334
368689,368689,5582,208,22.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,11.0
368768,368768,5583,208,72.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,36.0
368846,368846,5584,208,231.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,115.5
368925,368925,5585,208,503.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,251.5
368940,368940,5585,312,0.523,312.0,CU,mg,COPPER,CU,0.9,3.0,0.5811111111111111
368998,368998,5586,208,22.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,11.0
369074,369074,5587,208,221.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,110.5
369159,369159,5588,208,208.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,104.0
369183,369183,5588,317,38.3,317.0,SE,µg,SELENIUM,SE,55.0,3.0,0.6963636363636363
369242,369242,5589,208,49.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,24.5
369311,369311,5591,203,37.04,203.0,PROT,g,PROTEIN,PROCNT,60.0,2.0,0.6173333333333333
369312,369312,5591,204,41.78,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,0.633030303030303
369315,369315,5591,208,541.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,270.5
369332,369332,5591,317,62.0,317.0,SE,µg,SELENIUM,SE,55.0,3.0,1.1272727272727272
369423,369423,5592,208,165.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,82.5
369435,369435,5592,301,684.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.684
369440,369440,5592,307,1430.0,307.0,,mg,SODIUM,,2300.0,4.0,0.6217391304347826
369505,369505,5593,208,46.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,23.0
369579,369579,5595,208,19.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,9.5
369611,369611,5595,430,287.0,430.0,VITK,µg,VITAMIN K,VITK,120.0,1.0,2.3916666666666666
369655,369655,5597,208,208.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,104.0
369679,369679,5597,317,30.3,317.0,SE,µg,SELENIUM,SE,55.0,3.0,0.5509090909090909
369738,369738,5598,208,170.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,85.0
369762,369762,5598,317,43.0,317.0,SE,µg,SELENIUM,SE,55.0,3.0,0.7818181818181819
369821,369821,5599,208,115.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,57.5
369827,369827,5599,269,17.16,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.572
369836,369836,5599,312,0.644,312.0,CU,mg,COPPER,CU,0.9,3.0,0.7155555555555556
369848,369848,5599,415,0.81,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6230769230769231
369897,369897,5600,208,67.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,33.5
369975,369975,5601,208,376.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,188.0
369983,369983,5601,301,616.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.616
370053,370053,5602,208,510.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,255.0
370059,370059,5602,269,59.0,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.9666666666666663
370126,370126,5603,208,19.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,9.5
370237,370237,5604,208,374.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,187.0
370249,370249,5604,301,961.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.961
370270,370270,5604,418,1.68,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.7
370319,370319,5605,208,185.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,92.5
370338,370338,5605,307,2962.0,307.0,,mg,SODIUM,,2300.0,4.0,1.2878260869565217
370437,370437,5606,208,234.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,117.0
370452,370452,5606,312,0.5,312.0,CU,mg,COPPER,CU,0.9,3.0,0.5555555555555556
370464,370464,5606,415,0.851,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,0.6546153846153846
370466,370466,5606,418,5.11,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,2.129166666666667
370508,370508,5607,208,277.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,138.5
370524,370524,5607,315,1.909,315.0,MN,mg,MANGANESE,MN,3.0,3.0,0.6363333333333333
370601,370601,5608,208,557.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,278.5
370673,370673,5609,208,105.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,52.5
370744,370744,5610,208,94.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,47.0
370815,370815,5611,208,134.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,67.0
370924,370924,5612,208,36.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,18.0
370945,370945,5612,307,9690.0,307.0,,mg,SODIUM,,2300.0,4.0,4.21304347826087
370948,370948,5612,317,42.2,317.0,SE,µg,SELENIUM,SE,55.0,3.0,0.7672727272727273
371008,371008,5613,208,207.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,103.5
371139,371139,5614,208,24.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,12.0
371278,371278,5615,208,465.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,232.5
371350,371350,5616,208,430.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,215.0
371365,371365,5616,312,0.545,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6055555555555556
371422,371422,5617,208,179.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,89.5
371430,371430,5617,301,961.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.961
371451,371451,5617,418,1.68,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.7
371500,371500,5618,208,377.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,188.5
371506,371506,5618,269,35.1,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.1700000000000002
371509,371509,5618,303,4.86,303.0,FE,mg,IRON,FE,8.0,3.0,0.6075
371528,371528,5618,415,1.4,415.0,B6,mg,VITAMIN B-6,VITB6A,1.3,1.0,1.0769230769230769
371573,371573,5619,208,280.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,140.0
371581,371581,5619,301,731.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.731
371648,371648,5620,204,77.8,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,1.1787878787878787
371651,371651,5620,208,688.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,344.0
371774,371774,5622,204,100.0,204.0,FAT,g,FAT (TOTAL LIPIDS),FAT,66.0,2.0,1.5151515151515151
371777,371777,5622,208,885.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,442.5
371914,371914,5623,208,257.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,128.5
371922,371922,5623,301,649.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.649
371927,371927,5623,307,1297.0,307.0,,mg,SODIUM,,2300.0,4.0,0.5639130434782609
372015,372015,5624,208,319.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,159.5
372021,372021,5624,269,35.9,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.1966666666666663
372022,372022,5624,291,27.8,291.0,TDF,g,"FIBRE, TOTAL DIETARY",FIBTG,30.0,2.0,0.9266666666666666
372023,372023,5624,301,587.0,301.0,CA,mg,CALCIUM,CA,1000.0,3.0,0.587
372024,372024,5624,303,7.83,303.0,FE,mg,IRON,FE,8.0,3.0,0.97875
372027,372027,5624,306,4388.0,306.0,K,mg,POTASSIUM,K,4700.0,3.0,0.9336170212765956
372028,372028,5624,307,1435.0,307.0,,mg,SODIUM,,2300.0,4.0,0.6239130434782608
372030,372030,5624,312,0.571,312.0,CU,mg,COPPER,CU,0.9,3.0,0.6344444444444444
372037,372037,5624,401,86.5,401.0,VITC,mg,VITAMIN C,VITC,90.0,1.0,0.9611111111111112
372045,372045,5624,430,584.2,430.0,VITK,µg,VITAMIN K,VITK,120.0,1.0,4.868333333333334
372090,372090,5625,208,356.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,178.0
372101,372101,5625,305,1660.0,305.0,P,mg,PHOSPHORUS,P,3000.0,3.0,0.5533333333333333
372103,372103,5625,307,2838.0,307.0,,mg,SODIUM,,2300.0,4.0,1.2339130434782608
372105,372105,5625,312,0.838,312.0,CU,mg,COPPER,CU,0.9,3.0,0.931111111111111
372162,372162,5626,208,179.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,89.5
372168,372168,5626,269,45.3,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.51
372234,372234,5627,208,181.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,90.5
372240,372240,5627,269,37.75,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,1.2583333333333333
372308,372308,5628,208,287.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,143.5
372314,372314,5628,269,24.53,269.0,TSUG,g,"SUGARS, TOTAL",SUGAR,30.0,4.0,0.8176666666666667
372381,372381,5629,208,365.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,182.5
372394,372394,5629,307,3326.0,307.0,,mg,SODIUM,,2300.0,4.0,1.4460869565217391
372396,372396,5629,312,0.854,312.0,CU,mg,COPPER,CU,0.9,3.0,0.9488888888888888
372454,372454,5630,208,352.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,176.0
372467,372467,5630,307,1765.0,307.0,,mg,SODIUM,,2300.0,4.0,0.7673913043478261
372526,372526,5631,208,350.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,175.0
372537,372537,5631,305,2368.0,305.0,P,mg,PHOSPHORUS,P,3000.0,3.0,0.7893333333333333
372539,372539,5631,307,3750.0,307.0,,mg,SODIUM,,2300.0,4.0,1.6304347826086956
372600,372600,5632,208,226.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,113.0
372631,372631,5632,401,231.0,401.0,VITC,mg,VITAMIN C,VITC,90.0,1.0,2.566666666666667
372741,372741,5633,208,305.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,152.5
372762,372762,5633,307,4450.0,307.0,,mg,SODIUM,,2300.0,4.0,1.934782608695652
372765,372765,5633,317,73.4,317.0,SE,µg,SELENIUM,SE,55.0,3.0,1.3345454545454547
372769,372769,5633,324,1006.0,324.0,D-IU,IU,VITAMIN D (INTERNATIONAL UNITS),VITD_IU,600.0,1.0,1.6766666666666667
372778,372778,5633,418,12.0,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,5.0
372825,372825,5634,208,111.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,55.5
372864,372864,5634,418,2.15,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,0.8958333333333334
372944,372944,5635,208,90.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,45.0
372954,372954,5635,304,250.0,304.0,MG,mg,MAGNESIUM,MG,360.0,3.0,0.6944444444444444
373017,373017,5638,208,134.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,67.0
373042,373042,5638,317,30.5,317.0,SE,µg,SELENIUM,SE,55.0,3.0,0.5545454545454546
373054,373054,5638,418,6.75,418.0,B12,µg,VITAMIN B-12,VITB12,2.4,1.0,2.8125
373125,373125,5639,208,163.0,208.0,KCAL,kCal,ENERGY (KILOCALORIES),ENERC_KCAL,2.0,2.0,81.5
373142,373142,5639,303,5.01,303.0,FE,mg,IRON,FE,8.0,3.0,0.62625
